'bi'kang'de 鼻康德
'bi'cheng'qie'mu'xiang'san 荜澄茄木香散
'bi'cheng'jia'mu'xiang'san 荜澄茄木香散
'bi'deng'qie'mu'xiang'san 荜澄茄木香散
'bi'deng'jia'mu'xiang'san 荜澄茄木香散
'zhi'lian 支连
'mi'tuo'seng'wan 蜜陀僧丸
'shu'hua 树花
'shou'zhi'jian'nao'ke'li 首志健脑颗粒
'kang'bian'tao'xian'yan'he'ji 抗扁桃腺炎合剂
'lian'hua'yin 莲花饮
'yin'he'wan 银河丸
'tiao'ye'chui'tou'ju 条叶垂头菊
'tiao'xie'chui'tou'ju 条叶垂头菊
'fang'feng'cang'zhu'tang 防风苍术汤
'fang'feng'cang'shu'tang 防风苍术汤
'fang'feng'cang'zhu'shang 防风苍术汤
'fang'feng'cang'shu'shang 防风苍术汤
'ba'ding'zhi'bao'dan 拔疔至宝丹
'kuai'qi'xiao'kuai'san 快气消块散
'shu'jin'die'da'gao 舒筋跌打膏
'gui'qi'chong'ji 归芪冲剂
'da'xiao'hou'pu'jian'wan 大效厚朴煎丸
'dai'xiao'hou'pu'jian'wan 大效厚朴煎丸
'tai'xiao'hou'pu'jian'wan 大效厚朴煎丸
'mao'jiang 毛姜
'bai'zhi'ding 白芷酊
'yu'lu'jie'du'san 玉露解毒散
'yi'xin'tong'ruan'jiao'nang 益心酮软胶囊
'nei'xiao'luo'li'wan 内消瘰疬丸
'shan'ren'ye 山棯叶
'shan'shen'ye 山棯叶
'shan'ren'xie 山棯叶
'shan'shen'xie 山棯叶
'can'dan 参丹
'shen'dan 参丹
'cen'dan 参丹
'san'dan 参丹
'zao'shang'fei'wei'zheng 燥伤肺卫证
'lv'hua'mu'lan'hua'jian 氯化木兰花碱
'shi'hui'ru'gao 石灰乳膏
'zhi'zi'tao 栀子套
'shan'bai'ju 山白菊
'gou'ju 枸橘
'chang'feng'beng'lou'zong'neng'yi 肠风崩漏总能医
'sha'xuan'fu'hua 沙旋复花
'chi'fu'ling'wan 赤茯苓丸
'wu'ai'wan 无碍丸
'qing'jin'yi'qi'tang 清金益气汤
'qing'jin'yi'qi'shang 清金益气汤
'jia'wei'gan'lu'yin 加味甘露饮
'rui'ren'wan 蕤仁丸
'da'shu'pi 大树皮
'shuang'he'san 双和散
'shuang'hu'san 双和散
'shuang'huo'san 双和散
'bu'shen'an'tai'yin 补肾安胎饮
'hong'mao'ji 红毛鸡
'shan'yang'rou 山羊肉
'nei'xiao'luo'li'wan 内消瘰疠丸
'nei'xiao'luo'lai'wan 内消瘰疠丸
'zeng'sun'dang'gui'wan 增损当归丸
'gao'shan'jin'wa'er 高山金挖耳
'shan'song 杉松
'sha'song 杉松
'mi'fang'fang'feng'san 秘方防风散
'jin'ji'er 锦鸡儿
'jin'sha'tang 金沙汤
'jin'sha'shang 金沙汤
'an'tai'liang'ge'yin 安胎凉膈饮
'huai'mei'gao 槐梅膏
'gua'zi'cai 瓜子菜
'ding'xiang'fu'ling'tang 丁香茯苓汤
'ding'xiang'fu'ling'shang 丁香茯苓汤
'jiang'san'qi 姜三七
'peng'zu'yan'nian'bai'zi'ren'wan 彭祖延年柏子仁丸
'duo'tai'yao 堕胎药
'yi'xin'shu'wan 益心舒丸
'hu'yan'ye 护眼液
'xue're'yong'zhi'zheng 血热壅滞证
'tian'di'jian 天地煎
'da'yue'jing'wan 大月晶丸
'fei'long'huan'gu'hai'yuan'shui'huo'xian'dan 飞龙换骨还元水火仙丹
'fei'long'huan'gu'huan'yuan'shui'huo'xian'dan 飞龙换骨还元水火仙丹
'ling'huang'bao'er'wan 羚黄宝儿丸
'jin'shi'san 金石散
'kai'yu'tang 开郁汤
'kai'yu'shang 开郁汤
'yun'zhi'bao'nei'tang'tai 云芝胞内糖肽
'yun'zhi'bao'na'tang'tai 云芝胞内糖肽
'shui'ban'xia 水半夏
'zhu'she'yong'tou'bao'zuo'lin'na 注射用头孢唑林钠
'sheng'yang'tang 升阳汤
'sheng'yang'shang 升阳汤
'li'zu'zhong'bing 黧足肿病
'wu'shu'wan 乌术丸
'wu'zhu'wan 乌术丸
'jia'wei'qiang'huo'tang 加味羌活汤
'jia'wei'qiang'huo'shang 加味羌活汤
'ju'hua'tong'sheng'san 菊花通圣散
'fei'zhu'yi'shen'zhi'qi 肺主一身之气
'hua'tuo'shen'fang 华佗神方
'pian'tou'tong'yao'wu 偏头痛药物
'ke 科
'zhong'jie'feng'pian 肿节风片
'da'dou'fang 大豆方
'xiao'suan'gan'you'ruan'gao 硝酸甘油软膏
'yao'yong'dai'huang 药用大黄
'huang'ling'gan 黄苓苷
'rou'suan'dan'bai'pian 鞣酸蛋白片
'chai'hu'tiao'jing'tang 柴胡调经汤
'chai'hu'tiao'jing'shang 柴胡调经汤
'fu'ling'chuan'xiong'tang 茯苓川芎汤
'fu'ling'chuan'xiong'shang 茯苓川芎汤
'zhi'tong'zi'jin'wan 止痛紫金丸
'xiao'er'bao'tai'kang'ke'li 小儿宝泰康颗粒
'lian'zi'xin 莲子芯
'xiang'gang'ou'hua'bai'tong'di 香港欧化百痛敌
'fu'yan'ting 妇炎婷
'qu'feng'jie'du'tang 祛风解毒汤
'qu'feng'jie'du'shang 祛风解毒汤
'yao'bu'niu'cuo'shang'zhong'yao'fang'ji 腰部扭挫伤中药方剂
'ying'su 罂粟
'di'long'huo'xing'dan'bai'jiao'nang 地龙活性蛋白胶囊
'dang'gui'chuan'xiong'tang 当归川芎汤
'dang'gui'chuan'xiong'shang 当归川芎汤
'ji'li'liang'di'tang 蒺藜两地汤
'ji'li'liang'di'shang 蒺藜两地汤
'dang'gui'bu'xue'wan'shui'mi'wan 当归补血丸水蜜丸
'shang'tian'ti 上天梯
'hua'pi'wan 化痞丸
'ku'cao'gan'jun'er'lian'huo'jun'chang'rong'jiao'nang 枯草杆菌二联活菌肠溶胶囊
'dang'gui'he'xue'san 当归和血散
'zhi'ban'tang 智半汤
'zhi'ban'shang 智半汤
'hai'long'jiao'ke'li 海龙胶颗粒
'pao'hua'zi 泡花子
'kan'qi'qian'long'tang 坎炁潜龙汤
'kan'qi'qian'long'shang 坎炁潜龙汤
'er'shi'wu'wei'shan'hu'wan 二十五味珊瑚丸
'hong'shu'xi'xin 红薯细辛
'xiao'niu'xue'qu'dan'bai'ti'qu'wu'lv'hua'na'zhu'she'ye 小牛血去蛋白提取物氯化钠注射液
'xiao'niu'xie'qu'dan'bai'ti'qu'wu'lv'hua'na'zhu'she'ye 小牛血去蛋白提取物氯化钠注射液
'an'tai'bai'zhu'san 安胎白术散
'an'tai'bai'shu'san 安胎白术散
'mi'chuan'bai'du'san 秘传败毒散
'chang'gan'lan 长杆兰
'zhang'gan'lan 长杆兰
'da'ye'pai'cao 大叶排草
'fan'xie'ye 番泻叶
'bu'qi'xie'zhong'yi'yang'sheng'zhi'hui 补气血中医养生智慧
'dong'gua'yin 冬瓜饮
'da'zhong'na'mi'gai 大众纳米钙
'yang'xi 阳溪
'si'ben'peng'suan'na 四苯硼酸钠
'ru'li'bing 乳疬病
'jin'yin'hua'ke'li 金银花颗粒
'mo'feng'bai'zhi'gao 摩风白芷膏
'ma'feng'bai'zhi'gao 摩风白芷膏
'ping'er'xiao'cao 瓶耳小草
'ni'can'dou'yan'huang'qi 拟蚕豆岩黄芪
'cang'zhu'er'chen'tang 苍术二陈汤
'cang'shu'er'chen'tang 苍术二陈汤
'tao'zhi 桃枝
'feng'yan're'du'zheng 风炎热毒证
'feng'yan're'dai'zheng 风炎热毒证
'qin'qiao'bei'mu'she'gan'bo 芩翘贝母射干薄
'qin'qiao'bei'mu'she'gan'bao 芩翘贝母射干薄
'shen'xiao'gui'ku'gao 神效鬼哭膏
'an'hui'feng'huang'shan'mu'dan'yuan 安徽凤凰山牡丹园
'chi'bai'shao'ge 赤白芍各
'xuan'zhu'zhi 悬珠痔
'fu'fang'e'jiao'ke'li 复方阿胶颗粒
'fu'fang'a'jiao'ke'li 复方阿胶颗粒
'wen'run'jian'zhong'tang 温润建中汤
'wen'run'jian'zhong'shang 温润建中汤
'shun'qi'an'shen'wan 顺气安神丸
'qi'bu'dai'zai 岂不殆哉
'fu'ma'suan'bi'suo'luo'er'jiao'nang 富马酸比索洛尔胶囊
'yin'ju'bai'hu'tang 银菊白虎汤
'jiu'wei'dang'gui'tang 九味当归汤
'jiu'wei'dang'gui'shang 九味当归汤
'bai'zhu'dang'gui'tang 白术当归汤
'bai'shu'dang'gui'tang 白术当归汤
'bai'zhu'dang'gui'shang 白术当归汤
'bai'shu'dang'gui'shang 白术当归汤
'zeng'kang'ning'jiao'nang 增抗宁胶囊
'zao'jiao'ci'wan 皂角刺丸
'ke'ping'jiao'nang 咳平胶囊
'hai'ping'jiao'nang 咳平胶囊
'bu'yin'ping'fei'tang 补阴平肺汤
'bu'yin'ping'fei'shang 补阴平肺汤
'yang'zheng'zhi'yin 阳证治阴
'ju'yuan 枸橼
'hu'po'suan'ya'tie'pian 琥珀酸亚铁片
'she'xiang'qing'fen'san 麝香轻粉散
'shui'huang'gao 水黄膏
'san'yu'tang 散余汤
'san'yu'shang 散余汤
'mu'wei'xi'zhi 木威喜芝
'xian'gui'jiao'nang 仙桂胶囊
'e'xian 鹅涎
'yang'yin'jiang'tang'ke'li 养阴降糖颗粒
'lao'ya'hua'teng 老鸦花藤
'mei'jing'nong'suo'man'yue'mei 美净浓缩蔓越莓
'mei'cheng'nong'suo'man'yue'mei 美净浓缩蔓越莓
'san'tong'shu'pian 散痛舒片
'er'hui'san 二灰散
'xiao'guo'bai'ci 小果白刺
'ma'ren'wan 麻仁丸
'hou'tong'xiao'yan'wan 喉痛消炎丸
'nao'li'qing'jiao'nang 脑立清胶囊
'di'huang'xiong'huang'san 地黄雄黄散
'gan'ji'cao 疳积草
'jia'bu'zhong'yi'qi'tang 假补中益气汤
'san'han'huo'luo'wan 散寒活络丸
'ling'xiao'hua'san 凌霄花散
'kuai'pi'wan 快脾丸
'mao'ye'huang'yao 毛叶黄药
'mao'xie'huang'yao 毛叶黄药
'wei'yan'kang'jiao'nang 胃炎康胶囊
'ji'li'tang 蒺藜汤
'ji'li'shang 蒺藜汤
'shu'feng'huo'xue'tang 疏风活血汤
'shu'feng'huo'xue'shang 疏风活血汤
'mao'gen 毛茛
'san'jie'tong'jiao'nang 散结通胶囊
'bai'feng'wan 白凤丸
'lv'ru'guan'er'fang 驴乳灌耳方
'bai'zhi'fen 白芷粉
'gan'ji'yao 疳积药
'bao'zhen'wan 保真丸
'dui'jie'ye 对节叶
'dui'jie'xie 对节叶
'fu'fang'da'qing'ye'zhu'she'ye 复方大青叶注射液
'cang'ling'zhi'xie'kou'fu'ye 苍苓止泻口服液
'sheng'ji'san 生肌散
'mao'qie 毛茄
'mao'jia 毛茄
'tan're'yu'fei'zheng 痰热瘀肺证
'bi'la'xi'tan'pu'tao'tang'zhu'she'ye 吡拉西坦葡萄糖注射液
'pi'la'xi'tan'pu'tao'tang'zhu'she'ye 吡拉西坦葡萄糖注射液
'san'qi'yang'xue'jiao'nang 三七养血胶囊
'ou'tu'fu'fang 呕吐敷方
'gui'fu'wan 桂附丸
'dan'bao'san 丹胞散
'duo'zhi'po'po'na 多枝婆婆纳
'shu'shi'xie'zhi'zheng 暑湿挟滞证
'shu'shi'jia'zhi'zheng 暑湿挟滞证
're'jian'chou 热见愁
're'xian'chou 热见愁
'ba'bao'xiao'du'san 八宝消毒散
'po'po'na 婆婆纳
'zi'shan'jiu 紫杉酒
'qiang'wei'gen'pi'san 蔷薇根皮散
'qing're'tong'lin 清热通淋
'pu'gong'ying'hua 蒲公英花
'sheng'chang'pu'jiu 生菖蒲酒
'jia'huang'suan'jia'ti'sha'xing'lv'hua'na'zhu'she'ye 甲磺酸加替沙星氯化钠注射液
'tong'xiao'san 痛消散
'bai'jiang'can'gao 白僵蚕膏
'ou'ran'zhi'chai'yi'bing 偶然治瘥一病
'ou'ran'zhi'cuo'yi'bing 偶然治瘥一病
'fu'ling'duo'tang'kou'fu'ye 茯苓多糖口服液
'sheng'xue'ling'ke'li 升血灵颗粒
'feng're'yong'sheng'zheng 风热壅盛证
'feng're'yong'cheng'zheng 风热壅盛证
'du'zhong'jiao'ban'bing 杜仲角斑病
'qi'wei'tang'ping 芪味糖平
'tong'jing 痛经
'niu'jiao'san'qi 牛角三七
'mao'jiao'yuan'jing 毛角芫菁
'mao'jiao'yan'jing 毛角芫菁
'mao'jue'yuan'jing 毛角芫菁
'mao'jue'yan'jing 毛角芫菁
'shao'yao'wan 芍药丸
'ye'bian'dou 野扁豆
'li'ying'gao 立应膏
'bu'zhong'tang 补中汤
'bu'zhong'shang 补中汤
'shi'dan'san 石胆散
'dan'dan'san 石胆散
'fu'yan'xiao'kou'fu'ye 妇炎消口服液
'qiang'lang 蜣螂
'ding'fu'tang 丁附汤
'zheng'fu'tang 丁附汤
'ding'fu'shang 丁附汤
'zheng'fu'shang 丁附汤
'yi'du'li'bing 疫毒痢病
'yi'dai'li'bing 疫毒痢病
'jin'gu'bu'yong'zheng 筋骨不用证
'dang'gui'ze'lan'wan 当归泽兰丸
'shi'zi'tang 石子汤
'shi'zi'shang 石子汤
'ping'wei'lian'yin'tang 平胃敛阴汤
'ping'wei'lian'yin'shang 平胃敛阴汤
'he'xiang'wan 合香丸
'ge'xiang'wan 合香丸
'tai'shan'chong'cao 泰山虫草
'bu'xin'pian 补心片
'ding'zhi 定志
'jun'du'shuang'sha 菌毒双杀
'jun'dai'shuang'sha 菌毒双杀
'guo'di'mo 锅底墨
'yan'yao'gao 眼药膏
'lu'jiao 鹿胶
'lv'dong'bin'xian'chuan'lu'xi'san 吕洞宾仙传芦吸散
'lv'dong'bin'xian'zhuan'lu'xi'san 吕洞宾仙传芦吸散
'ai'ying'si'tan'xiao'er'an'fen'huang'na'min'ke'li 爱婴思坦小儿氨酚黄那敏颗粒
'ai'ying'sai'tan'xiao'er'an'fen'huang'na'min'ke'li 爱婴思坦小儿氨酚黄那敏颗粒
'ai'ying'si'tan'xiao'er'an'fen'huang'ne'min'ke'li 爱婴思坦小儿氨酚黄那敏颗粒
'ai'ying'si'tan'xiao'er'an'fen'huang'nei'min'ke'li 爱婴思坦小儿氨酚黄那敏颗粒
'ai'ying'sai'tan'xiao'er'an'fen'huang'ne'min'ke'li 爱婴思坦小儿氨酚黄那敏颗粒
'ai'ying'sai'tan'xiao'er'an'fen'huang'nei'min'ke'li 爱婴思坦小儿氨酚黄那敏颗粒
'liang'mi'tang 粱米汤
'yi'ke'xue 一颗血
'yi'ke'xie 一颗血
'hu'zhang'er'jin'tang 虎杖二金汤
'ren'shen'zao'gan 人参皂苷
'bai'hua'niu'zhi 白花牛至
'xiao'er'qi'xing'cha'qing'huo'bao 小儿七星茶清火宝
'kou'qiang'yan'pen'wu'ji 口腔炎喷雾剂
'er'yi'xian'an'yi'suan'yi'er'an'lv'hua'na'zhu'she'ye 二乙酰氨乙酸乙二胺氯化钠注射液
'xiao'er'yan'shi'ke'li 小儿厌食颗粒
'jia'liu'suan'xin'si'di'ming 甲硫酸新斯的明
'jia'liu'suan'xin'si'de'ming 甲硫酸新斯的明
'nei'qing'chang'wei'wai'jie'biao 内清肠胃外解表
'na'qing'chang'wei'wai'jie'biao 内清肠胃外解表
'jia'wei'chai'hu'tang 加味柴胡汤
'jia'wei'chai'hu'shang 加味柴胡汤
'chan'su'zhen'tong'gao 蟾酥镇痛膏
'wu'tou'san 乌头散
'wen'yang'jiu'ni 温阳救逆
'hao'kou'cai'ke'li 好口才颗粒
'qian'li'guang'jiao'nang 千里光胶囊
'shi'gan'san 石干散
'dan'gan'san 石干散
'xi'de'wen'an 喜得温按
'ming'zhu'kou'fu'ye 明珠口服液
'chen'pi 陈皮
'yang'chun'sha 阳春砂
'chu'shi'san'feng'tang 除湿散风汤
'chu'shi'san'feng'shang 除湿散风汤
'xie'xian'xin'gan'xue're'dong'feng'zheng 邪陷心肝血热动风证
'xu'xian'xin'gan'xue're'dong'feng'zheng 邪陷心肝血热动风证
'ya'xian'xin'gan'xue're'dong'feng'zheng 邪陷心肝血热动风证
'ye'xian'xin'gan'xue're'dong'feng'zheng 邪陷心肝血热动风证
'yu'xian'xin'gan'xue're'dong'feng'zheng 邪陷心肝血热动风证
'pi'duo'mo'de'kou'fu'ye 匹多莫德口服液
'jin'tang'kang'gan'lu'xiao'ke'jiao'nang 金塘康甘露消渴胶囊
'gan'shao'xiao'ke'pian 甘芍消渴片
'dan'zhu'ye'tang 淡竹叶汤
'dan'zhu'ye'shang 淡竹叶汤
'ao'guang'a'mo'xi'lin'shuang'lv'xi'lin'na'jiao'nang 澳广阿莫西林双氯西林钠胶囊
'ao'an'a'mo'xi'lin'shuang'lv'xi'lin'na'jiao'nang 澳广阿莫西林双氯西林钠胶囊
'xiao'shuan'he'ji 消栓合剂
'hang'shui'gao 行水膏
'xing'shui'gao 行水膏
'dang'gui'tiao'jing'ke'li 当归调经颗粒
'shuang'pu'wei'ma'fen'san'pian 双扑伪麻分散片
'wu'wei'zi'zai'pei 五味子栽培
'yuan'zhi'liu'jin'gao 远志流浸膏
'yin'er 银耳
'fu'fang'fu'rong'pao'teng'shuan 复方芙蓉泡腾栓
'xin'yi 辛夷
'ai'jiang'tang 艾姜汤
'yi'jiang'tang 艾姜汤
'quan'shen'shi'bao'ying'shan'hong 全身是宝映山红
'bie'jia'san'leng'wan 鳖甲三棱丸
'huo'du'shang'jin'zheng 火毒伤津证
'shen'qi'shuai'wei'zheng 肾气衰微证
'xiao'hua'qing'teng 小花青藤
'hua'tuo'gao 华佗膏
'lv'e'mei 绿萼梅
'shu'ye'juan'bai 疏叶卷柏
'shu'ye'juan'bo 疏叶卷柏
'shu'xie'juan'bai 疏叶卷柏
'shu'xie'juan'bo 疏叶卷柏
'san'qi'zhi'xue'pian 三七止血片
'da'shan'xuan'shen 大山玄参
'an'zhi'gao 安志膏
'qi'yin'kui'xu'shi're'nei'yun'zheng 气阴亏虚湿热内蕴证
'wang'bi'chong'ji 王痹冲剂
'xiang'lei'san 香雷散
'xin'ding'long'gu'san 新定龙骨散
'ye'wu'tong 野梧桐
'shi'hui'san 石灰散
'qiang'gu'jiao'nang 强骨胶囊
'jiang'gu'jiao'nang 强骨胶囊
'san'jing'tang 散精汤
'san'jing'shang 散精汤
'gua'lou'da'mai'bing 瓜蒌大麦饼
'tiao'zhong'yin 调中饮
'diao'zhong'yin 调中饮
'bai'mao'xia'ku'cao 白毛夏枯草
'zhi'zi'gan'cao'chi'tang 栀子甘草豉汤
'zhi'zi'gan'cao'chi'shang 栀子甘草豉汤
'jiang'shao'san 姜芍散
'jing'huang'xuan'jiang'tong'bian'cha 荆黄宣降通便茶
'jing'huang'xuan'xiang'tong'bian'cha 荆黄宣降通便茶
'yu'chi 玉豉
'li'chang'jin'gang'pian 立长金刚片
'li'zhang'jin'gang'pian 立长金刚片
'shi'chang'pu'hua 石菖蒲花
'hua'xiang'shu'guo 化香树果
'bai'dong'feng 白冬枫
'zi'wei'san 紫葳散
'che'qing'gao 彻清膏
'guan'xin'dan'shen'ke'li 冠心丹参颗粒
'run'jie'yan'bu'qing'jie'ye 润洁眼部清洁液
'chu'bing'yin'xie'wan 除病银屑丸
'qi'cao'jiu 蛴螬酒
'che'qian'dai 车前甙
'qiang'tian'jie'du'tang 强天解毒汤
'jiang'tian'jie'du'tang 强天解毒汤
'qiang'tian'jie'du'shang 强天解毒汤
'jiang'tian'jie'du'shang 强天解毒汤
'wu'shi'san 五石散
'bai'hua'jin'she'you 百花锦蛇油
'bai'hua'jin'yi'you 百花锦蛇油
'zhou'ye'han'shu 晝夜寒暑
'jian'kang'bu'shen'jiu 健康补肾酒
'fu'chun'wan 复春丸
'hua'du'qing'biao'tang 化毒清表汤
'hua'dai'qing'biao'tang 化毒清表汤
'hua'du'qing'biao'shang 化毒清表汤
'hua'dai'qing'biao'shang 化毒清表汤
'liu'yi'ni'yin 六一泥饮
'yi'qi'liu'jun'wan 益气六君丸
'yi'qi'lu'jun'wan 益气六君丸
'feng'liu'san 风流散
'luo'kui'hua 落葵花
'la'kui'hua 落葵花
'lao'kui'hua 落葵花
'lou'gu'jie 蝼蛄疖
'shi'yu'wei'qi'zheng 湿郁卫气证
'zhu'she'yong'bing'an'xian'gu'an'xian'an 注射用丙氨酰谷氨酰胺
'qiang'gan'ke'li 强肝颗粒
'jiang'gan'ke'li 强肝颗粒
'wang'yue'sha'chang 望月砂场
'tai'bai'can 太白参
'tai'bai'shen 太白参
'tai'bai'cen 太白参
'tai'bai'san 太白参
'tao'ren'jiu 桃仁酒
'yu'fen'jia'ma'na'min'ke'li 愈酚甲麻那敏颗粒
'yu'fen'jia'ma'ne'min'ke'li 愈酚甲麻那敏颗粒
'yu'fen'jia'ma'nei'min'ke'li 愈酚甲麻那敏颗粒
'lv'zhong'hu'xin'jiao'nang 吕中护心胶囊
'tuo'hua'jian 脱花煎
'da'chang're'jie 大肠热结
'gu'chi'dan 固齿丹
'sang'ju'yin'zhong'ju'xing'qiao 桑菊饮中桔杏翘
'sang'ju'yin'zhong'jie'xing'qiao 桑菊饮中桔杏翘
'jia'wei'gua'lou'tang 加味瓜蒌汤
'jia'wei'gua'lou'shang 加味瓜蒌汤
'tu'ye'hong'dou'shu 秃叶红豆树
'ran'tai 染苔
're'du'yong'zhi'zheng 热毒壅滞证
'ni'mo'tong 尼莫同
'huo'xiang'tang 藿香汤
'huo'xiang'shang 藿香汤
'gu'jing'cao 谷精草
'tou'tong'ning'jiao'nang 头痛宁胶囊
'jia'mi'jia'wei'zhi'shu'wan 家秘加味枳术丸
'jia'bi'jia'wei'zhi'shu'wan 家秘加味枳术丸
'jia'mi'jia'wei'zhi'zhu'wan 家秘加味枳术丸
'jia'bi'jia'wei'zhi'zhu'wan 家秘加味枳术丸
'bi'ke'tong'qi'wu'ji 必可酮气雾剂
'gui'pi'tang 归脾汤
'qu'xiang'san 曲香散
'hei'ba'bao'dan 黑八宝丹
'dang'gui'du'huo'tang 当归独活汤
'dang'gui'du'huo'shang 当归独活汤
'duan'qing'meng'shi 煅青礞石
'san'dou'tang 三痘汤
'san'dou'shang 三痘汤
'jie'er'yin'xi'ye 洁尔阴洗液
'yin'chen'fu'zi'tang 茵陈附子汤
'qu'chong'xiao'shi'pian 驱虫消食片
'dan'hong'zhu'she'ye 丹红注射液
'ying'er'xiao'shi'san 婴儿消食散
'jia'wei'zhen'wu'tang 加味真武汤
'shen'mi'dan 神秘丹
'xue'yu'zu'luo'zheng 血瘀阻络证
'xue'yu'zu'lao'zheng 血瘀阻络证
'jin'xing'qi 进行期
'jin'xing'ji 进行期
'fu'cheng'mai'dong 涪城麦冬
'xian'shu 仙鼠
'ming'mu'cha 明目茶
'xiao'ji'tong'bian'jiao'nang 消积通便胶囊
'mai'guan'mo 脉管膜
'zi'ran'zhi'bao'yue'jian'cao'you'ruan'jiao'nang 自然之宝月见草油软胶囊
'qing'xin'li'shui'yang'yin 清心利水养阴
'mi'chuan'zao'fan'wan 秘传枣矾丸
'yi'huo'zhi'yang'dan 抑火制阳丹
'zheng'jing'tang 正经汤
'zheng'jing'shang 正经汤
'shi'qi 柿漆
'bao'jian'wai'fan 胞睑外翻
'men'dong'an'shen'wan 门冬安神丸
'shao'ci'da'ye'qiang'wei 少刺大叶蔷薇
'lv'hua'jia'lv'hua'na'zhu'she'ye 氯化钾氯化钠注射液
'zi'hua'du'juan'pian 紫花杜鹃片
'kong'qiao 空窍
'you'tong'ye 油桐叶
'you'tong'xie 油桐叶
'guang'si'yan'ling'zhi'bao'dan 广嗣延龄至宝丹
'an'si'yan'ling'zhi'bao'dan 广嗣延龄至宝丹
'an'ning'yin 安宁饮
'si'wu'jiao'huo'tang 四物艽活汤
'si'wu'qiu'huo'tang 四物艽活汤
'si'wu'jiao'huo'shang 四物艽活汤
'si'wu'qiu'huo'shang 四物艽活汤
'ai'ying'si'tan'xiao'er'gan'mao'ke'li 爱婴思坦小儿感冒颗粒
'ai'ying'sai'tan'xiao'er'gan'mao'ke'li 爱婴思坦小儿感冒颗粒
'ku'xuan'shen 苦玄参
'man'gan'ning'jiao'nang 慢肝宁胶囊
'da'piao'li'mo'yao 大瓢李末药
'dai'piao'li'mo'yao 大瓢李末药
'tai'piao'li'mo'yao 大瓢李末药
'shu'di'gou'qi'jiu 熟地枸杞酒
'shu'di'gou'ji'jiu 熟地枸杞酒
'jin'yin'ping'nu'san 金银平怒散
'qing're'jie'du'jiao'nang 清热解毒胶囊
'ju'ju'suan 菊苣酸
'niu'shi'gu 牛屎菰
'pi'lian'san 坯莲散
'mu'xiang'bie'jia'tang 木香鳖甲汤
'mu'xiang'bie'jia'shang 木香鳖甲汤
'ruan'shui'huang'lian 软水黄连
'qian'li'guang'tang 千里光汤
'qian'li'guang'shang 千里光汤
'an'tang'mei'xin'chang'rong'pian 氨糖美辛肠溶片
'hua'guan'yao'tiao 化管药条
'fu'fang'dong'ling'cao'han'pian 复方冬凌草含片
'hui'an 晦暗
'shu'kou'fang 漱口方
'mi'ka'fen'jing 米卡芬净
'mi'ka'fen'cheng 米卡芬净
'xi'xian'pian 豨莶片
'zhang'nao'shui'he'lv'quan'ding 樟脑水合氯醛酊
'yan'sui'huang'dou'tang 芫荽黄豆汤
'yuan'sui'huang'dou'tang 芫荽黄豆汤
'yan'sui'huang'dou'shang 芫荽黄豆汤
'yuan'sui'huang'dou'shang 芫荽黄豆汤
'li'shu 藜属
'li'zhu 藜属
'san'bi'tang 三匕汤
'san'bi'shang 三匕汤
'huang'shui'chuang'bing 黄水疮病
'tan'shi'zheng 痰湿证
'kai'chi'fang 揩齿方
'zhuang'jin'xu'gu'wan 壮筋续骨丸
'zhuang'jin'xu'gu'dan 壮筋续骨丹
'tian'qiao'mai 甜荞麦
'er'ming'er'long'bing 耳鸣耳聋病
'bai'hua'hui'mao'huai'shu 白花灰毛槐树
'gan'di'huang'wan 干地黄丸
'qing'li'yin 清痢饮
'dan'men 单门
'si'zhi'ling'li'wan 四制鲮鲤丸
'shu'feng'huo'luo'san 疏风活络散
'gan'lei'yin 甘磊饮
'qing'gan'tui'yi'san 清肝退翳散
'chai'ge'lan'cao'tang 柴葛蓝草汤
'chai'ge'lan'cao'shang 柴葛蓝草汤
'yao'hai 药害
'jian'bao'ling'pian 健宝灵片
'da'sheng'mai'tang 大生脉汤
'dai'sheng'mai'tang 大生脉汤
'tai'sheng'mai'tang 大生脉汤
'da'sheng'mo'tang 大生脉汤
'da'sheng'mai'shang 大生脉汤
'dai'sheng'mo'tang 大生脉汤
'tai'sheng'mo'tang 大生脉汤
'dai'sheng'mai'shang 大生脉汤
'tai'sheng'mai'shang 大生脉汤
'da'sheng'mo'shang 大生脉汤
'dai'sheng'mo'shang 大生脉汤
'tai'sheng'mo'shang 大生脉汤
'tuo'gang'san 脱肛散
'jiang 姜
'mai'ya'yin'chen'cha 麦芽茵陈茶
'bai'ling'san 百灵散
'yi'nian'san 一捻散
'yi'nie'san 一捻散
'run'chang'wu'ren'wan 润肠五仁丸
'chui'pen'cao'pian 垂盆草片
'shang'han'fu'shang'han'jia'lian'he'yi'miao 伤寒副伤寒甲联合疫苗
'zhi'ke'chuan'cha 止咳喘茶
'feng'yang'shang'rao'zheng 风阳上扰证
'yan'shou'gu'ben'dan 延寿固本丹
'qu'yuan'tang 取渊汤
'qu'yuan'shang 取渊汤
'xu'ji'wan 虚积丸
'yan'an'tai'zhu'she'ye 眼氨肽注射液
'ba'wei'shi'hui'hua'wan 八味石灰华丸
'zang'yao'er'shi'wu'wei'zhen'zhu'wan 藏药二十五味珍珠丸
'chang'wei'shi're'zheng 肠胃实热证
'xiong'dan'zhi'xue'san 熊胆止血散
'mei'gui 玫瑰
